off_Rk,School,G,Pts,pass_cmp,pass_Att,cmp_Pct,pass_Yds,pass_TD,rush_Att,rush_Yds,rush_Avg,rush_TD,Plays,Yds,Avg_Yds,1st_down_Pass,1st_down_Rush,1st_down_Pen,1st_down_Tot,pen_No.,pen_Yds,Fum,Int,TO_Tot,year
58,UNLV,12,25.6,18.6,32.1,57.9,223.3,1.9,33.7,121.7,3.6,1.3,65.8,345.0,5.2,10.7,6.3,1.9,18.9,5.5,43.0,0.6,0.5,1.1,2008
59,Iowa State,12,25.3,21.8,36.5,59.6,248.4,1.4,33.6,138.4,4.1,1.5,70.1,386.8,5.5,11.3,7.3,1.5,20.1,6.4,57.4,0.9,0.9,1.8,2008
60,Clemson,13,25.2,19.1,30.8,62.0,217.8,1.2,33.2,111.5,3.4,1.7,63.9,329.4,5.2,9.9,6.4,1.8,18.2,5.5,47.5,1.0,1.2,2.2,2008
61,Colorado State,13,25.2,19.7,32.8,60.0,248.2,1.5,35.1,147.6,4.2,1.4,67.9,395.8,5.8,10.8,8.2,1.1,20.2,4.6,42.1,0.3,1.2,1.5,2008
62,Florida Atlantic,13,25.1,18.7,35.2,53.2,254.8,1.9,32.0,138.8,4.3,1.2,67.2,393.5,5.9,11.8,7.4,1.2,20.5,7.4,70.4,1.1,1.2,2.2,2008
63,Michigan State,13,25.1,16.5,30.7,53.6,213.3,0.8,39.3,130.2,3.3,1.8,70.0,343.5,4.9,9.7,7.1,2.0,18.8,5.1,46.2,0.9,0.8,1.7,2008
64,Texas A&M,12,25.0,20.9,34.3,60.9,252.4,1.9,30.4,88.5,2.9,1.2,64.8,340.9,5.3,10.9,6.1,1.6,18.6,7.3,56.8,1.3,1.0,2.3,2008
65,Connecticut,13,24.9,12.6,25.3,49.8,139.7,0.4,42.8,216.4,5.1,2.1,68.1,356.1,5.2,6.3,11.1,1.7,19.1,5.1,43.9,0.9,1.3,2.2,2008
66,Boston College,14,24.7,16.6,32.0,52.0,176.5,1.2,37.0,142.9,3.9,1.3,69.0,319.4,4.6,8.1,8.6,1.4,18.2,4.3,36.7,1.1,1.2,2.4,2008
67,Florida International,12,24.7,15.5,29.4,52.7,218.3,1.4,34.8,98.7,2.8,1.3,64.3,316.9,4.9,8.2,5.6,1.3,15.0,8.8,66.6,0.8,0.8,1.6,2008
68,Louisville,12,24.7,18.9,32.6,58.1,212.2,1.3,37.8,164.5,4.3,1.5,70.4,376.7,5.3,9.5,8.4,2.3,20.3,6.3,56.8,1.1,1.4,2.5,2008
69,Notre Dame,13,24.7,20.8,34.4,60.6,245.4,1.9,33.5,109.7,3.3,0.8,67.9,355.1,5.2,10.2,7.0,2.0,19.2,5.4,49.9,0.8,1.3,2.2,2008
70,Purdue,12,24.7,24.6,41.8,58.8,249.6,1.3,32.7,124.8,3.8,1.6,74.5,374.4,5.0,11.5,7.8,1.9,21.2,5.0,40.3,0.8,1.1,1.9,2008
71,Hawaii,14,24.6,20.7,35.0,59.2,251.3,1.7,29.4,94.5,3.2,1.3,64.4,345.8,5.4,11.1,6.1,1.6,18.7,8.7,78.4,1.1,1.6,2.6,2008
72,Louisiana Tech,13,24.6,12.2,26.4,46.1,156.0,0.7,40.2,187.1,4.7,1.8,66.6,343.1,5.2,6.0,10.6,1.4,18.0,6.1,52.5,0.8,0.8,1.5,2008
73,West Virginia,13,24.5,15.5,23.5,66.2,150.5,1.7,39.8,209.9,5.3,1.2,63.2,360.4,5.7,6.6,10.3,1.3,18.2,4.5,41.2,0.6,0.6,1.2,2008
74,Georgia Tech,13,24.4,5.7,12.7,44.8,99.2,0.4,49.2,273.2,5.6,2.5,61.9,372.5,6.0,4.2,11.6,0.7,16.5,4.8,43.8,1.5,0.5,2.1,2008
75,Northwestern,13,24.4,21.5,35.2,60.9,216.7,1.5,37.8,141.8,3.8,1.2,73.0,358.5,4.9,10.8,7.3,2.1,20.2,4.7,43.6,0.8,1.4,2.2,2008
76,Northern Illinois,13,24.2,13.5,24.0,56.4,163.8,1.0,38.5,171.2,4.4,1.7,62.5,335.1,5.4,7.6,8.9,1.2,17.7,4.8,43.8,0.5,0.9,1.4,2008
77,Ohio,12,24.1,19.0,32.2,59.1,232.9,1.8,32.7,128.5,3.9,0.8,64.8,361.4,5.6,10.0,7.2,1.2,18.3,6.6,59.0,1.4,1.2,2.6,2008
78,Utah State,12,24.0,16.1,28.5,56.4,196.5,1.3,36.4,137.8,3.8,1.5,64.9,334.3,5.1,8.3,7.3,1.8,17.4,7.3,66.8,0.9,1.2,2.1,2008
79,Louisiana-Monroe,12,23.7,16.8,28.9,57.9,184.6,1.7,35.3,152.7,4.3,1.3,64.3,337.3,5.2,8.4,6.8,1.9,17.1,6.8,59.8,0.4,0.8,1.2,2008
80,North Carolina State,13,23.5,15.2,30.2,50.3,206.0,1.5,34.0,123.2,3.6,1.1,64.2,329.2,5.1,8.5,7.5,1.2,17.2,5.5,42.3,0.5,1.1,1.5,2008
81,East Carolina,14,23.4,17.7,29.9,59.3,214.0,1.1,37.0,126.4,3.4,1.2,66.9,340.4,5.1,9.0,7.4,0.8,17.2,5.9,53.0,1.4,0.6,2.0,2008
82,Temple,12,23.4,15.6,28.3,55.2,202.9,1.8,34.4,95.2,2.8,1.0,62.7,298.1,4.8,8.0,5.6,1.3,14.9,6.8,55.3,1.0,1.1,2.1,2008
83,Minnesota,13,23.2,19.8,31.9,62.2,219.1,1.2,33.5,103.8,3.1,1.5,65.5,322.9,4.9,9.4,6.3,0.8,16.5,6.4,53.5,0.8,0.6,1.5,2008
84,Arizona State,12,22.8,19.0,32.9,57.7,220.3,1.4,30.8,89.1,2.9,0.6,63.7,309.4,4.9,9.3,5.8,1.9,17.1,7.8,66.8,0.6,0.9,1.5,2008
85,Middle Tennessee State,12,22.8,21.3,34.5,61.8,241.7,1.5,34.3,106.9,3.1,1.3,68.8,348.6,5.1,10.6,7.0,1.1,18.7,5.7,50.6,0.8,0.9,1.7,2008
86,UAB,12,22.8,17.3,29.4,58.9,197.3,0.8,36.3,168.9,4.7,1.6,65.7,366.2,5.6,8.7,8.4,1.4,18.5,6.9,65.3,0.8,1.3,2.1,2008
87,Kentucky,13,22.6,17.5,31.9,54.7,171.8,0.8,34.2,127.5,3.7,1.4,66.1,299.3,4.5,7.5,7.4,1.4,16.3,5.3,43.2,0.6,1.0,1.6,2008
88,Toledo,12,22.4,19.1,31.8,60.1,187.8,1.1,31.3,146.3,4.7,1.5,63.0,334.1,5.3,8.8,7.7,1.3,17.8,6.3,49.5,1.0,0.7,1.7,2008
89,New Mexico State,12,22.2,27.5,41.0,67.1,301.3,2.1,26.5,54.3,2.0,0.6,67.5,355.6,5.3,12.6,4.1,1.7,18.3,5.4,45.3,1.1,1.3,2.4,2008
90,Virginia Tech,14,22.1,11.9,20.8,57.4,129.1,0.4,46.1,174.4,3.8,1.6,66.9,303.4,4.5,6.0,9.6,1.7,17.4,5.0,34.7,0.6,0.9,1.4,2008
91,Arkansas,12,21.9,21.1,36.9,57.1,259.6,1.6,31.5,113.5,3.6,1.1,68.4,373.1,5.5,11.2,6.9,1.3,19.3,6.6,48.7,0.6,1.5,2.1,2008
92,Maryland,13,21.8,17.5,30.7,56.9,206.7,1.2,33.5,144.0,4.3,1.4,64.2,350.7,5.5,9.8,6.9,1.2,17.9,4.7,41.2,0.9,1.0,1.9,2008
93,SMU,12,21.3,22.4,39.7,56.5,272.9,2.4,18.1,41.4,2.3,0.3,57.8,314.3,5.4,11.8,3.6,1.8,17.1,6.2,48.8,0.6,2.1,2.7,2008
94,New Mexico,12,21.1,13.3,24.1,55.0,131.3,0.3,45.0,208.3,4.6,1.9,69.1,339.6,4.9,6.4,10.7,1.3,18.3,6.8,57.8,0.7,1.2,1.8,2008
95,Wake Forest,13,21.0,18.0,28.5,63.2,186.9,1.1,39.6,121.4,3.1,1.1,68.1,308.3,4.5,8.5,7.1,1.2,16.8,4.7,48.2,1.0,0.5,1.5,2008
96,South Carolina,13,20.8,19.2,34.8,55.1,222.5,1.5,32.1,94.1,2.9,0.5,66.8,316.5,4.7,9.9,7.0,1.6,18.5,5.8,49.2,0.8,2.1,2.9,2008
97,Indiana,12,20.5,16.1,29.8,53.9,181.3,0.9,37.1,166.9,4.5,1.6,66.9,348.2,5.2,7.5,8.0,1.5,17.0,5.3,49.3,0.8,0.9,1.8,2008
98,Marshall,12,20.5,14.7,29.3,50.1,172.7,1.4,35.3,157.8,4.5,1.1,64.5,330.4,5.1,7.1,8.4,1.3,16.8,5.3,45.3,0.7,1.2,1.8,2008
99,Michigan,12,20.3,13.8,28.2,48.8,143.2,0.9,37.8,147.6,3.9,1.4,65.9,290.8,4.4,5.8,8.2,1.5,15.5,4.8,41.7,1.5,1.0,2.5,2008
100,Colorado,12,20.2,18.8,33.7,55.9,194.0,1.6,36.6,124.5,3.4,0.8,70.3,318.5,4.5,9.3,8.3,1.2,18.8,5.4,43.0,0.8,1.2,2.0,2008
101,Duke,12,20.1,20.7,34.2,60.5,197.7,1.4,34.9,106.2,3.0,0.8,69.1,303.8,4.4,9.8,6.8,1.2,17.8,4.7,43.8,0.8,1.0,1.8,2008
102,North Texas,12,20.0,26.5,42.8,61.9,235.7,1.3,30.8,127.3,4.1,1.2,73.7,363.0,4.9,10.9,8.0,1.7,20.6,6.6,54.9,1.3,1.4,2.8,2008
103,Idaho,12,19.6,16.7,31.6,52.8,187.8,1.7,35.4,133.2,3.8,0.8,67.0,320.9,4.8,8.7,7.3,1.7,17.7,6.4,61.4,1.0,1.7,2.7,2008
104,San Diego State,12,19.3,22.6,40.8,55.4,239.3,1.3,23.7,73.2,3.1,0.9,64.4,312.4,4.8,10.8,4.9,1.6,17.3,6.1,51.0,1.2,0.9,2.1,2008
105,Vanderbilt,13,19.2,12.1,24.5,49.2,122.6,1.1,36.2,133.6,3.7,1.0,60.8,256.2,4.2,5.5,7.2,2.1,14.8,4.3,36.4,0.7,0.9,1.6,2008
106,San Jose State,12,18.7,19.7,31.9,61.6,196.2,1.0,32.2,86.7,2.7,0.9,64.1,282.8,4.4,7.9,4.9,1.7,14.5,6.8,51.9,0.5,1.1,1.6,2008
107,Miami (OH),12,18.4,22.1,38.4,57.5,217.9,0.8,31.3,108.1,3.4,0.8,69.8,326.0,4.7,11.0,6.3,1.8,19.1,5.3,42.1,1.3,1.0,2.3,2008
108,Syracuse,12,18.1,11.8,24.9,47.2,121.5,0.9,32.7,148.7,4.6,0.9,57.6,270.2,4.7,5.3,7.3,1.0,13.7,4.5,38.3,0.8,0.7,1.4,2008
109,UCLA,12,17.7,19.8,36.1,54.7,200.5,0.8,31.6,82.8,2.6,0.8,67.7,283.3,4.2,9.7,4.6,2.1,16.3,6.6,56.5,0.7,1.8,2.4,2008
110,Western Kentucky,12,17.5,13.8,26.5,51.9,142.2,0.8,35.7,143.9,4.0,1.3,62.2,286.1,4.6,6.5,7.3,1.4,15.2,5.3,51.3,0.6,1.0,1.6,2008
111,Auburn,12,17.3,15.3,28.4,54.0,165.4,0.6,39.1,137.5,3.5,1.0,67.5,302.9,4.5,6.8,8.5,1.2,16.5,6.2,47.3,1.1,1.1,2.2,2008
112,Tennessee,12,17.3,12.8,25.8,49.5,145.8,0.7,34.1,122.9,3.6,1.2,59.8,268.8,4.5,5.8,7.2,1.3,14.3,5.5,44.9,0.8,0.8,1.5,2008
113,Tulane,12,16.7,19.0,34.1,55.7,221.3,0.8,33.3,118.4,3.6,1.2,67.3,339.7,5.0,10.0,6.4,1.7,18.1,6.0,52.5,0.6,1.3,1.8,2008
114,UCF,12,16.6,11.0,25.7,42.9,116.3,1.0,37.8,113.3,3.0,0.7,63.4,229.5,3.6,6.0,6.2,0.8,13.0,5.7,52.3,1.2,0.9,2.1,2008
115,Virginia,12,16.1,22.4,36.6,61.3,203.2,0.8,28.3,96.6,3.4,1.2,64.8,299.8,4.6,10.5,5.5,1.4,17.4,4.9,42.4,0.8,1.7,2.5,2008
116,Mississippi State,12,15.3,17.5,32.0,54.7,174.3,0.8,33.2,100.6,3.0,1.1,65.2,274.9,4.2,9.0,5.8,0.8,15.6,5.7,44.3,0.7,1.0,1.7,2008
117,Army,12,14.8,4.8,10.7,44.5,46.3,0.3,52.9,241.4,4.6,1.4,63.6,287.7,4.5,2.7,11.2,1.7,15.5,3.8,36.4,2.0,0.5,2.5,2008
118,Washington,12,13.3,14.4,30.5,47.3,163.8,0.5,34.9,99.3,2.8,1.1,65.4,263.2,4.0,7.8,6.8,2.1,16.7,4.7,39.8,1.0,1.3,2.3,2008
119,Washington State,13,12.7,14.7,27.8,52.9,146.0,0.5,34.6,95.1,2.7,1.0,62.4,241.1,3.9,6.7,5.8,1.6,14.2,7.2,69.4,1.3,1.6,2.9,2008
120,Wyoming,12,12.7,11.9,23.1,51.6,117.7,0.7,41.8,178.3,4.3,0.8,64.9,296.0,4.6,5.2,9.5,1.7,16.3,5.8,51.8,1.6,1.4,3.0,2008
1,Hawaii,13,43.4,35.3,51.0,69.2,439.5,3.9,21.5,72.6,3.4,1.2,72.5,512.1,7.1,20.5,4.2,2.0,26.7,7.0,66.2,0.9,1.8,2.7,2007
2,Kansas,13,42.8,23.2,36.6,63.4,291.0,2.8,39.4,188.8,4.8,2.3,76.0,479.8,6.3,13.1,10.3,1.7,25.1,4.1,39.1,0.5,0.5,1.1,2007
3,Florida,13,42.5,18.5,27.8,66.5,257.0,2.5,37.5,200.2,5.3,3.0,65.2,457.2,7.0,10.8,11.8,0.8,23.5,8.2,61.9,0.7,0.5,1.2,2007
4,Boise State,13,42.4,23.6,35.4,66.7,282.5,2.6,39.8,184.9,4.6,2.7,75.2,467.4,6.2,12.9,9.4,1.2,23.5,7.1,63.7,0.7,0.9,1.6,2007
5,Oklahoma,14,42.3,19.3,28.6,67.3,258.2,2.8,41.0,190.7,4.7,2.4,69.6,448.9,6.4,11.4,9.4,1.7,22.4,6.9,57.5,0.8,0.6,1.4,2007
6,Tulsa,14,41.1,24.0,40.3,59.6,371.0,3.5,40.1,172.9,4.3,2.0,80.4,543.9,6.8,15.7,9.7,1.5,26.9,6.1,56.2,0.8,1.4,2.1,2007
7,Texas Tech,13,40.9,41.8,58.7,71.3,470.3,3.9,18.9,59.3,3.1,1.4,77.6,529.6,6.8,21.5,4.5,1.6,27.5,7.9,71.8,0.8,1.2,2.0,2007
8,Missouri,14,39.9,28.1,41.6,67.7,314.1,2.4,37.9,176.2,4.7,2.1,79.4,490.3,6.2,15.4,10.0,1.6,27.0,5.4,46.3,0.5,0.9,1.4,2007
9,West Virginia,13,39.6,13.5,20.4,66.4,159.0,1.2,48.3,297.2,6.2,3.8,68.7,456.2,6.6,6.7,13.4,1.4,21.5,5.5,52.8,1.2,0.5,1.6,2007
10,Navy,13,39.3,5.7,10.5,54.4,95.3,0.7,61.8,348.8,5.6,4.1,72.3,444.1,6.1,3.7,18.7,1.3,23.7,4.0,29.8,1.0,0.4,1.4,2007
11,LSU,14,38.6,18.3,31.6,57.9,225.3,2.1,43.7,214.1,4.9,2.5,75.3,439.4,5.8,10.4,10.9,1.2,22.6,8.4,62.9,0.2,0.9,1.1,2007
12,Oregon,13,38.2,18.8,31.8,59.1,215.8,2.0,47.3,251.7,5.3,2.5,79.1,467.5,5.9,10.2,13.4,1.1,24.7,6.1,55.0,1.1,0.8,1.8,2007
13,Arkansas,13,37.3,13.8,24.1,57.2,163.5,1.8,48.1,286.5,6.0,2.5,72.2,450.0,6.2,7.5,12.7,0.8,21.0,6.3,54.4,1.2,0.8,2.0,2007
14,Texas,13,37.2,21.3,33.5,63.5,255.4,1.7,41.5,207.5,5.0,2.7,75.0,462.9,6.2,11.7,10.9,1.3,23.9,6.2,55.4,0.6,1.4,2.0,2007
15,Kentucky,13,36.5,25.5,40.6,62.7,287.9,3.1,37.3,155.5,4.2,1.5,77.9,443.4,5.7,14.0,10.0,1.8,25.8,6.4,55.2,1.2,0.9,2.2,2007
16,Cincinnati,13,36.3,22.0,35.7,61.6,286.2,2.8,36.7,147.8,4.0,1.5,72.4,433.9,6.0,12.1,7.8,1.8,21.8,9.4,79.1,1.1,0.9,2.0,2007
17,UCF,14,35.9,14.1,24.7,57.2,176.9,1.1,47.9,234.8,4.9,2.9,72.6,411.6,5.7,8.4,10.8,1.7,20.9,5.3,47.5,1.1,0.9,1.9,2007
18,Kansas State,12,35.2,26.8,42.5,63.1,285.4,1.8,29.3,132.8,4.5,1.9,71.8,418.2,5.8,13.9,7.2,1.2,22.3,8.2,75.3,0.8,1.0,1.8,2007
19,Louisville,12,35.2,26.3,40.9,64.4,341.9,2.5,34.8,146.1,4.2,1.8,75.8,488.0,6.4,15.1,8.5,2.2,25.8,7.8,68.2,0.8,1.2,2.0,2007
20,Central Michigan,14,34.8,25.8,39.8,64.8,267.0,2.0,37.1,180.0,4.9,2.6,76.9,447.0,5.8,12.4,9.6,1.4,23.5,5.9,59.6,0.7,1.0,1.7,2007
21,South Florida,13,34.7,19.2,32.8,58.7,229.1,1.5,43.5,185.0,4.3,2.3,76.2,414.1,5.4,10.8,9.1,1.4,21.3,8.6,72.1,1.3,1.2,2.5,2007
22,Oklahoma State,13,34.6,17.6,29.7,59.3,243.2,2.0,45.5,243.2,5.3,2.3,75.2,486.3,6.5,10.2,12.9,0.8,23.8,7.2,66.6,0.9,0.8,1.7,2007
23,Houston,13,34.5,22.4,33.6,66.6,278.0,1.8,46.1,223.9,4.9,2.5,79.7,501.9,6.3,11.1,12.9,1.6,25.6,7.8,67.7,1.2,1.2,2.3,2007
24,Purdue,13,34.3,28.4,45.7,62.1,307.2,2.3,31.8,128.8,4.1,1.7,77.5,435.9,5.6,14.6,7.6,2.1,24.3,5.9,48.3,1.0,1.0,2.0,2007
25,Troy,12,34.0,26.2,43.1,60.7,270.3,1.9,38.5,182.6,4.7,1.8,81.6,452.8,5.6,12.0,9.7,1.9,23.6,7.2,58.1,1.2,1.4,2.6,2007
26,UTEP,12,33.6,20.2,36.7,55.0,275.2,2.3,34.7,147.7,4.3,1.7,71.3,422.8,5.9,12.0,7.8,1.6,21.3,7.2,66.4,0.9,0.8,1.7,2007
27,Nevada,13,33.5,15.5,29.5,52.3,253.4,2.2,43.8,214.1,4.9,1.9,73.3,467.5,6.4,10.1,12.3,1.1,23.5,7.2,57.2,1.0,0.6,1.6,2007
28,Nebraska,12,33.4,24.7,40.1,61.5,323.8,2.6,34.8,144.4,4.2,1.6,74.8,468.3,6.3,15.3,7.4,1.6,24.3,6.4,49.1,0.9,1.4,2.3,2007
29,Western Kentucky,12,33.2,13.9,22.2,62.8,161.7,1.1,48.3,247.2,5.1,2.5,70.4,408.8,5.8,7.3,13.3,1.5,22.2,7.3,69.1,1.0,1.3,2.3,2007
30,Clemson,13,33.1,22.7,35.0,64.8,242.1,2.3,39.1,161.2,4.1,1.4,74.1,403.2,5.4,11.8,9.5,1.2,22.5,5.2,43.1,0.5,0.5,0.9,2007
31,Michigan State,13,33.1,17.8,30.2,59.0,218.6,1.6,44.6,198.2,4.4,2.2,74.8,416.8,5.6,10.1,9.6,0.8,20.5,5.0,48.4,0.5,0.8,1.4,2007
32,Toledo,12,32.9,20.2,34.3,58.9,239.3,1.6,42.1,209.2,5.0,2.6,76.3,448.4,5.9,11.0,9.8,1.5,22.3,7.2,64.0,0.8,1.3,2.1,2007
33,Fresno State,13,32.8,16.5,26.4,62.7,208.6,1.2,43.4,210.9,4.9,2.6,69.8,419.5,6.0,8.7,11.2,1.9,21.8,6.4,54.9,1.3,0.4,1.7,2007
34,Rutgers,13,32.8,16.3,29.1,56.1,251.3,1.6,41.4,198.0,4.8,2.2,70.5,449.3,6.4,11.2,9.7,1.7,22.6,7.2,59.6,0.9,1.0,1.9,2007
35,Georgia,13,32.6,15.3,28.1,54.5,198.4,1.5,39.2,177.2,4.5,2.5,67.2,375.6,5.6,9.6,8.3,1.4,19.3,7.0,58.5,0.5,0.8,1.3,2007
36,USC,13,32.6,22.0,35.4,62.2,237.7,2.4,39.8,197.2,5.0,1.8,75.2,434.9,5.8,11.0,10.4,0.9,22.3,8.2,74.4,0.8,1.2,2.0,2007
37,Tennessee,14,32.5,23.8,38.1,62.4,262.5,2.4,32.8,139.0,4.2,1.4,70.9,401.5,5.7,11.4,8.1,1.5,20.9,5.3,45.8,0.4,0.9,1.3,2007
38,Arizona State,13,32.3,20.4,32.9,61.9,262.6,2.1,42.2,137.0,3.2,1.4,75.2,399.6,5.3,11.9,8.8,1.5,22.2,6.2,56.8,0.9,0.8,1.8,2007
39,Indiana,13,31.7,20.5,34.3,59.9,236.4,2.2,36.5,157.4,4.3,1.4,70.8,393.8,5.6,10.5,7.8,2.1,20.4,5.8,54.5,1.4,0.8,2.2,2007
40,Ball State,13,31.5,21.0,37.2,56.4,284.9,2.3,35.9,148.9,4.1,1.4,73.2,433.8,5.9,12.9,7.6,1.6,22.2,5.8,55.6,0.4,0.5,0.8,2007
41,Ohio State,13,31.4,16.2,25.3,63.8,196.8,2.0,42.6,196.9,4.6,1.6,67.9,393.7,5.8,8.8,10.5,1.3,20.6,5.5,44.2,0.6,1.1,1.7,2007
42,Rice,12,31.4,25.9,43.8,59.1,293.1,2.4,31.9,110.9,3.5,1.7,75.8,404.0,5.3,13.6,7.3,2.4,23.3,5.6,43.7,0.9,1.4,2.3,2007
43,Florida Atlantic,13,31.2,22.4,38.6,58.0,291.1,2.5,35.8,126.0,3.5,1.3,74.4,417.1,5.6,13.2,6.9,1.0,21.1,6.5,51.8,0.3,0.8,1.2,2007
44,East Carolina,13,31.0,17.2,30.4,56.7,202.5,1.6,37.2,182.9,4.9,2.2,67.6,385.5,5.7,8.3,9.0,1.6,18.9,8.0,63.6,0.4,0.7,1.1,2007
45,Ohio,12,30.5,16.1,28.8,55.9,213.7,1.4,39.3,150.8,3.8,1.8,68.1,364.5,5.4,8.7,8.4,1.3,18.3,8.1,70.5,0.8,1.1,1.9,2007
46,Penn State,13,30.3,18.5,31.9,57.8,206.3,1.5,40.6,193.8,4.8,2.1,72.5,400.1,5.5,10.2,11.1,0.9,22.2,4.5,34.3,1.2,0.8,2.0,2007
47,Bowling Green State,13,30.2,25.5,40.2,63.6,278.8,2.2,32.2,123.6,3.8,1.2,72.3,402.5,5.6,13.1,8.7,1.2,23.0,6.5,56.2,0.9,1.1,2.0,2007
48,Brigham Young,13,30.1,23.1,38.7,59.6,298.4,2.0,37.9,144.4,3.8,1.8,76.6,442.8,5.8,14.0,8.7,1.5,24.2,7.0,60.2,1.0,1.0,2.0,2007
49,Air Force,13,29.9,10.0,16.5,60.7,119.8,0.7,55.5,299.5,5.4,2.8,71.9,419.4,5.8,5.4,14.8,1.2,21.3,4.8,44.2,1.0,0.4,1.4,2007
50,Wisconsin,13,29.5,15.3,26.7,57.3,208.0,1.3,45.2,200.8,4.4,2.2,71.8,408.8,5.7,9.8,9.8,1.2,20.8,5.6,43.9,0.8,0.8,1.6,2007
51,California,13,29.3,20.5,34.2,60.1,239.2,1.6,33.8,165.5,4.9,1.8,68.0,404.6,6.0,10.8,8.9,1.2,20.9,7.2,62.2,1.0,1.1,2.1,2007
52,Memphis,13,29.2,24.8,42.4,58.6,305.8,2.5,35.8,137.8,3.8,1.0,78.2,443.6,5.7,12.7,8.8,2.2,23.8,6.6,54.8,0.3,0.9,1.2,2007
53,Washington,13,29.2,13.6,29.6,46.0,191.2,1.4,41.3,203.1,4.9,2.1,70.9,394.2,5.6,7.4,10.7,1.4,19.5,6.2,47.2,0.8,1.2,1.9,2007
54,Virginia Tech,14,28.7,15.6,27.1,57.8,196.9,1.2,40.0,133.6,3.3,1.6,67.1,330.5,4.9,9.0,7.0,1.0,17.0,6.6,55.6,0.7,0.7,1.4,2007
55,Boston College,14,28.3,27.9,47.1,59.2,323.9,2.2,30.1,101.1,3.4,1.2,77.2,425.1,5.5,15.1,6.7,1.6,23.4,6.9,61.4,0.6,1.4,1.9,2007
56,SMU,12,28.3,20.8,36.0,57.9,252.1,2.2,39.2,170.2,4.3,1.3,75.2,422.3,5.6,11.4,9.4,2.6,23.4,7.7,69.4,1.0,1.6,2.6,2007
57,Arizona,12,28.0,27.7,44.3,62.5,308.5,2.3,26.7,76.8,2.9,0.6,70.9,385.3,5.4,12.2,5.5,2.3,19.9,6.2,53.0,1.1,1.0,2.1,2007
58,Texas A&M,13,27.9,16.5,28.9,56.9,185.4,1.1,44.3,211.6,4.8,2.4,73.2,397.0,5.4,8.2,12.4,0.6,21.2,6.2,47.2,0.7,0.6,1.3,2007
59,Illinois,13,27.8,14.0,24.8,56.3,168.2,1.2,45.8,256.8,5.6,2.2,70.6,425.0,6.0,7.1,13.1,1.2,21.3,4.9,48.9,0.9,1.2,2.1,2007
60,Oregon State,13,27.8,18.9,33.7,56.2,196.7,0.8,41.6,174.9,4.2,2.1,75.3,371.6,4.9,9.2,9.2,1.1,19.5,6.6,58.2,1.0,1.6,2.6,2007
61,Southern Mississippi,13,27.8,16.7,29.2,57.1,188.1,1.1,43.5,201.6,4.6,2.3,72.8,389.7,5.4,7.7,11.7,1.6,21.0,5.5,53.8,1.0,1.2,2.2,2007
62,Wake Forest,13,27.8,21.5,30.2,71.2,197.2,1.0,42.3,143.2,3.4,1.6,72.5,340.4,4.7,9.2,8.4,1.2,18.8,5.2,47.8,0.8,1.2,2.0,2007
63,Colorado,13,27.3,20.5,36.6,56.1,234.3,1.7,37.3,144.2,3.9,1.5,73.9,378.5,5.1,10.8,7.2,1.5,19.5,6.8,55.8,0.8,1.3,2.1,2007
64,Michigan,13,27.2,17.3,32.5,53.2,220.2,1.9,41.5,164.9,4.0,1.5,74.1,385.1,5.2,10.4,9.0,2.1,21.5,5.1,44.6,1.0,1.1,2.1,2007
65,Alabama,13,27.1,20.2,36.3,55.7,224.5,1.5,37.7,149.2,4.0,1.5,74.0,373.8,5.1,11.1,9.2,2.5,22.8,4.5,34.8,0.6,0.9,1.5,2007
66,Western Michigan,12,26.9,24.0,38.2,62.9,267.6,1.9,38.6,130.4,3.4,1.3,76.8,398.0,5.2,12.3,7.9,0.8,21.1,7.9,65.4,1.0,1.4,2.4,2007
67,Connecticut,13,26.5,15.5,27.8,56.0,185.8,1.1,41.1,161.4,3.9,1.3,68.8,347.2,5.0,8.6,8.5,1.7,18.8,6.1,45.7,0.7,0.5,1.2,2007
68,Minnesota,12,26.3,21.8,37.8,57.7,245.8,2.1,36.1,161.8,4.5,1.3,73.9,407.5,5.5,10.4,10.2,1.0,21.6,5.6,41.8,0.8,1.6,2.4,2007
69,Georgia Tech,13,26.2,13.8,27.9,49.3,185.6,0.8,42.2,199.3,4.7,2.2,70.1,384.9,5.5,8.8,10.2,1.1,20.1,6.9,59.3,0.9,0.9,1.8,2007
70,Utah,13,26.2,19.1,30.8,61.8,202.2,1.4,41.6,167.5,4.0,1.5,72.5,369.6,5.1,9.5,9.2,1.0,19.7,6.3,58.6,0.7,1.0,1.7,2007
71,South Carolina,12,26.1,21.5,36.9,58.2,258.2,1.7,31.8,113.7,3.6,1.3,68.8,371.8,5.4,11.9,7.8,1.5,21.3,5.8,44.3,0.9,1.4,2.3,2007
72,Texas Christian,13,26.1,19.9,34.1,58.5,221.6,1.0,44.2,165.0,3.7,1.6,78.2,386.6,4.9,11.3,9.2,1.6,22.2,6.6,57.9,1.2,0.9,2.2,2007
73,Northwestern,12,25.8,26.8,44.1,60.9,307.9,1.7,33.2,119.8,3.6,1.4,77.3,427.7,5.5,14.4,6.4,2.4,23.3,4.9,46.9,0.5,1.6,2.1,2007
74,Middle Tennessee State,12,25.7,15.6,27.0,57.7,202.1,1.8,38.3,134.8,3.5,1.4,65.3,336.8,5.2,8.5,7.3,1.5,17.3,6.5,55.9,0.8,0.8,1.6,2007
